time,open,high,low,close
2022-01-03 00:00:00,1.13693,1.13778,1.13497,1.13588
2022-01-03 04:00:00,1.13588,1.13589,1.1336,1.1338
2022-01-03 08:00:00,1.1338,1.13567,1.13349,1.13518
2022-01-03 12:00:00,1.13518,1.1366100000000001,1.13456,1.13504
2022-01-03 16:00:00,1.13504,1.13519,1.12795,1.12837
2022-01-03 20:00:00,1.12837,1.13003,1.12829,1.12971
2022-01-04 00:00:00,1.12961,1.1309,1.1292,1.13066
2022-01-04 04:00:00,1.13066,1.13094,1.12948,1.13049
2022-01-04 08:00:00,1.13049,1.13081,1.1283,1.13022
2022-01-04 12:00:00,1.13022,1.13057,1.12723,1.12801
2022-01-04 16:00:00,1.1280000000000001,1.13226,1.12777,1.12937
2022-01-04 20:00:00,1.12938,1.12946,1.12782,1.12862
2022-01-05 00:00:00,1.12852,1.12886,1.12765,1.12857
2022-01-05 04:00:00,1.12857,1.12968,1.12848,1.12935
2022-01-05 08:00:00,1.12935,1.13111,1.12925,1.1306
2022-01-05 12:00:00,1.13059,1.13286,1.13033,1.13236
2022-01-05 16:00:00,1.1323699999999999,1.13466,1.13209,1.13412
2022-01-05 20:00:00,1.13408,1.13447,1.13018,1.13135
2022-01-06 00:00:00,1.13111,1.13187,1.13048,1.13164
2022-01-06 04:00:00,1.13164,1.13204,1.13068,1.13089
2022-01-06 08:00:00,1.13089,1.13095,1.12846,1.13055
2022-01-06 12:00:00,1.13053,1.13269,1.13024,1.13119
2022-01-06 16:00:00,1.13119,1.13316,1.12904,1.12958
2022-01-06 20:00:00,1.12957,1.12998,1.12862,1.12976
2022-01-07 00:00:00,1.1296,1.13009,1.12901,1.13006
2022-01-07 04:00:00,1.13006,1.13034,1.12952,1.13023
2022-01-07 08:00:00,1.13023,1.1317300000000001,1.1298,1.1314899999999999
2022-01-07 12:00:00,1.1314899999999999,1.13226,1.1292200000000001,1.1301700000000001
2022-01-07 16:00:00,1.1301700000000001,1.13582,1.1299,1.13564
2022-01-07 20:00:00,1.1356,1.13647,1.13547,1.1359
2022-01-10 00:00:00,1.1355,1.13599,1.13492,1.13502
2022-01-10 04:00:00,1.13503,1.1352,1.1332,1.13351
2022-01-10 08:00:00,1.13349,1.13447,1.13206,1.1326100000000001
2022-01-10 12:00:00,1.13264,1.13364,1.12951,1.12971
2022-01-10 16:00:00,1.12972,1.13349,1.12853,1.13286
2022-01-10 20:00:00,1.13284,1.13311,1.1320000000000001,1.13252
2022-01-11 00:00:00,1.1323,1.13415,1.13189,1.13363
2022-01-11 04:00:00,1.13364,1.13442,1.13346,1.13388
2022-01-11 08:00:00,1.13389,1.13517,1.13288,1.13335
2022-01-11 12:00:00,1.13336,1.13435,1.1323,1.1326
2022-01-11 16:00:00,1.1326100000000001,1.13686,1.13131,1.13542
2022-01-11 20:00:00,1.13542,1.13753,1.13521,1.13666
2022-01-12 00:00:00,1.13655,1.13734,1.13623,1.13701
2022-01-12 04:00:00,1.137,1.13781,1.13677,1.13731
2022-01-12 08:00:00,1.13731,1.1375,1.13552,1.1367099999999999
2022-01-12 12:00:00,1.13672,1.14155,1.13545,1.14097
2022-01-12 16:00:00,1.14101,1.1445,1.13943,1.14438
2022-01-12 20:00:00,1.14438,1.14528,1.14383,1.14411
2022-01-13 00:00:00,1.14402,1.14482,1.14357,1.1439
2022-01-13 04:00:00,1.1439,1.14463,1.14359,1.14411
2022-01-13 08:00:00,1.14412,1.14784,1.14384,1.14714
2022-01-13 12:00:00,1.14714,1.14775,1.14532,1.14719
2022-01-13 16:00:00,1.1472,1.14817,1.14472,1.14612
2022-01-13 20:00:00,1.14613,1.14664,1.14508,1.14539
2022-01-14 00:00:00,1.14531,1.1468,1.14512,1.14661
2022-01-14 04:00:00,1.14662,1.14829,1.14625,1.14789
2022-01-14 08:00:00,1.1479,1.14806,1.14574,1.14583
2022-01-14 12:00:00,1.14583,1.14612,1.1433200000000001,1.14383
2022-01-14 16:00:00,1.14382,1.145,1.13987,1.14024
2022-01-14 20:00:00,1.14024,1.14179,1.14015,1.14151
2022-01-17 00:00:00,1.14117,1.1415899999999999,1.14002,1.1405
2022-01-17 04:00:00,1.14051,1.14224,1.14038,1.14188
2022-01-17 08:00:00,1.14189,1.1434199999999999,1.1412,1.1424
